Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer,Yield,Rainfall
28.07,52.91,43.54,Red,Tobacco,8,13,16,20-20,19.55,118.6
38.99,59.31,46.91,Clayey,Ground Nuts,2,15,20,10/26/2026,20.86,115.06
35.18,73.86,61.58,Black,Cotton,12,0,14,17-17-17,23.6,152.37
29.63,51.13,59.87,Sandy,Tobacco,4,12,36,Urea,24.89,110.62
26.44,66.93,58.88,Clayey,Barley,17,0,38,10/26/2026,26.72,139.83
32.97,76.36,35.98,Red,Pulses,10,0,18,14-35-14,19.03,151.51
32.59,52.77,67.32,Sandy,Wheat,14,0,38,Urea,26.54,108.13
40.0,61.28,57.03,Clayey,Paddy,9,8,24,10/26/2026,23.68,118.17
35.08,60.37,45.69,Loamy,Barley,22,1,26,17-17-17,22.52,108.3
33.46,60.65,34.68,Red,Cotton,17,0,7,20-20,16.6,118.55
32.95,66.06,24.22,Red,Millets,19,0,21,28-28,17.45,140.9
27.46,63.08,52.97,Black,Cotton,11,0,12,10/26/2026,20.35,130.82
40.0,56.21,37.48,Sandy,Ground Nuts,10,1,37,20-20,20.32,104.45
30.85,53.02,26.39,Sandy,Wheat,12,2,27,10/26/2026,16.73,104.2
24.58,43.05,67.17,Clayey,Millets,40,3,2,14-35-14,24.49,108.17
32.99,64.5,30.16,Red,Paddy,10,0,32,14-35-14,18.78,122.29
24.83,48.37,49.51,Sandy,Pulses,9,3,39,10/26/2026,22.39,117.33
30.82,56.4,56.14,Red,Paddy,5,13,15,Urea,21.82,116.92
33.65,64.1,41.88,Loamy,Maize,12,2,34,14-35-14,21.99,132.35
27.99,52.83,35.74,Loamy,Ground Nuts,11,12,21,Urea,19.03,112.94
22.87,44.91,24.78,Loamy,Barley,19,14,13,28-28,16.35,107.53
29.95,68.13,38.6,Red,Sugarcane,21,0,15,DAP,19.93,133.22
39.25,76.98,28.94,Clayey,Ground Nuts,12,0,37,Urea,20.84,144.04
29.82,66.85,23.96,Loamy,Tobacco,9,20,12,17-17-17,17.63,147.2
26.66,63.18,32.47,Sandy,Tobacco,42,4,0,20-20,19.71,134.42
30.12,47.45,64.3,Loamy,Tobacco,36,4,0,14-35-14,23.61,101.32
28.82,53.22,38.74,Clayey,Ground Nuts,26,1,17,DAP,19.67,109.85
23.42,54.77,33.63,Black,Paddy,39,0,4,DAP,18.65,132.39
28.45,62.42,52.98,Black,Ground Nuts,17,0,37,17-17-17,24.94,129.76
24.76,58.45,38.36,Sandy,Wheat,11,0,15,DAP,17.42,124.91
31.65,56.41,30.22,Red,Paddy,19,3,27,28-28,19.04,117.98
23.2,46.23,65.9,Red,Wheat,39,4,4,Urea,24.85,111.37
33.52,60.5,52.77,Red,Oil seeds,13,13,11,17-17-17,22.15,122.7
31.19,51.5,20.0,Loamy,Cotton,13,8,28,14-35-14,16.5,101.5
27.52,51.39,46.96,Black,Wheat,40,2,4,28-28,21.43,114.26
30.46,57.09,32.66,Sandy,Tobacco,6,17,21,Urea,18.84,112.81
34.36,64.55,38.08,Sandy,Pulses,25,1,19,10/26/2026,20.82,133.09
32.14,57.35,49.7,Loamy,Tobacco,19,1,36,DAP,24.08,113.26
36.81,60.97,46.15,Black,Pulses,10,21,23,Urea,23.43,114.89
30.15,59.21,25.04,Loamy,Pulses,20,3,16,14-35-14,16.78,116.47
29.77,63.09,47.01,Red,Sugarcane,21,1,17,17-17-17,21.56,140.82
30.24,51.96,38.03,Black,Pulses,36,0,3,Urea,18.65,114.39
24.97,47.28,41.8,Black,Pulses,3,17,19,10/26/2026,18.94,111.52
26.34,61.87,22.93,Red,Maize,15,0,16,20-20,15.42,139.88
37.17,73.45,62.33,Black,Millets,9,1,41,28-28,27.46,150.35
29.78,65.45,39.96,Loamy,Paddy,9,3,39,14-35-14,22.19,129.45
30.05,61.94,57.63,Red,Tobacco,5,9,33,DAP,24.77,125.83
23.59,54.55,43.39,Sandy,Ground Nuts,40,1,4,DAP,20.88,127.66
22.2,55.19,60.43,Black,Wheat,8,0,5,10/26/2026,19.55,134.17
29.33,58.97,42.02,Loamy,Cotton,11,4,46,17-17-17,23.45,121.94
28.33,61.2,58.57,Red,Wheat,11,4,18,20-20,22.78,127.49
34.24,61.19,31.95,Sandy,Maize,20,3,16,DAP,18.36,131.34
29.04,73.52,60.4,Clayey,Oil seeds,4,3,15,28-28,22.73,153.03
32.64,52.05,29.73,Sandy,Pulses,15,3,38,17-17-17,19.55,114.41
38.51,72.73,54.65,Sandy,Paddy,39,0,3,14-35-14,24.5,144.62
26.36,58.22,35.11,Loamy,Tobacco,37,2,3,Urea,19.14,128.33
26.86,60.39,30.72,Clayey,Maize,34,0,0,Urea,17.28,132.36
28.96,54.55,40.7,Black,Tobacco,12,0,18,DAP,18.09,110.96
31.35,64.03,52.01,Black,Cotton,17,0,39,17-17-17,25.2,131.71
20.03,52.64,70.0,Sandy,Sugarcane,13,0,13,20-20,23.16,129.61
37.86,61.26,47.91,Loamy,Barley,15,14,14,Urea,22.16,119.46
34.3,73.98,23.5,Sandy,Pulses,8,0,34,14-35-14,18.4,144.44
28.75,65.85,40.56,Sandy,Ground Nuts,20,0,13,10/26/2026,19.65,135.89
34.35,68.28,37.3,Loamy,Wheat,45,0,2,20-20,21.34,140.35
29.5,58.68,59.82,Sandy,Oil seeds,3,10,37,Urea,25.33,111.26
23.09,47.76,36.04,Red,Barley,37,2,0,20-20,17.83,112.24
31.45,59.17,41.86,Sandy,Maize,9,8,31,DAP,21.49,132.41
29.76,68.21,44.33,Sandy,Wheat,8,12,10,DAP,20.19,142.62
23.9,52.22,35.06,Black,Cotton,13,0,4,DAP,14.78,119.48
31.65,58.98,60.38,Loamy,Wheat,19,0,23,28-28,24.27,128.65
32.72,68.34,67.2,Red,Barley,14,0,37,DAP,27.92,135.6
39.16,69.41,37.45,Red,Tobacco,17,0,40,17-17-17,22.98,132.6
30.58,57.79,62.55,Loamy,Sugarcane,12,4,38,20-20,26.39,118.14
24.24,61.14,60.21,Red,Wheat,10,0,10,14-35-14,21.16,140.04
36.13,58.84,40.14,Clayey,Paddy,19,0,20,28-28,19.76,121.89
33.8,67.31,32.57,Clayey,Paddy,9,19,18,17-17-17,20.14,141.72
22.83,48.52,61.42,Black,Tobacco,13,0,12,Urea,20.89,114.05
27.46,63.46,32.44,Sandy,Oil seeds,2,14,20,DAP,18.23,128.93
23.99,49.61,27.08,Red,Millets,11,2,8,17-17-17,13.53,116.61
32.35,69.35,54.59,Red,Oil seeds,13,8,35,10/26/2026,26.25,139.31
32.05,53.97,35.02,Loamy,Millets,41,0,0,Urea,18.55,102.08
23.89,51.43,32.44,Clayey,Ground Nuts,38,2,0,20-20,17.63,126.39
25.23,47.76,41.74,Black,Pulses,23,1,23,28-28,20.17,109.36
25.04,45.85,51.39,Loamy,Tobacco,27,0,17,17-17-17,21.46,101.37
22.58,47.54,39.32,Red,Ground Nuts,34,0,3,Urea,18.17,109.32
30.78,72.03,70.0,Sandy,Maize,26,2,24,Urea,29.0,148.62
28.14,44.5,35.74,Red,Paddy,34,3,0,14-35-14,17.15,99.15
36.75,61.32,50.32,Clayey,Ground Nuts,23,0,18,28-28,22.35,110.67
34.03,59.52,31.77,Red,Sugarcane,41,0,0,10/26/2026,18.46,120.86
29.35,59.63,48.74,Clayey,Tobacco,12,8,29,14-35-14,23.06,121.82
36.54,74.27,38.52,Red,Ground Nuts,13,4,42,17-17-17,23.98,142.58
29.01,55.34,29.06,Clayey,Millets,16,0,15,14-35-14,16.0,114.87
34.65,60.23,61.23,Red,Ground Nuts,8,0,13,10/26/2026,21.42,119.52
34.12,72.45,52.22,Black,Ground Nuts,6,10,29,14-35-14,24.44,141.66
23.2,51.15,44.35,Clayey,Cotton,39,0,3,28-28,20.29,128.49
30.61,56.22,43.7,Red,Maize,11,8,14,17-17-17,19.31,123.74
34.29,62.12,28.36,Loamy,Wheat,16,1,34,28-28,19.53,120.94
27.72,52.05,49.01,Clayey,Maize,44,0,2,14-35-14,21.91,114.23
27.44,55.79,34.2,Sandy,Ground Nuts,35,3,4,Urea,18.72,115.87
30.48,54.04,50.81,Sandy,Tobacco,7,7,37,17-17-17,23.22,121.95
30.94,58.19,66.53,Red,Sugarcane,21,0,21,17-17-17,25.43,112.14
36.87,73.12,54.53,Sandy,Barley,13,0,35,Urea,25.42,149.8
35.05,70.45,42.95,Sandy,Millets,24,0,17,Urea,21.79,133.5
35.26,55.7,38.7,Red,Millets,19,4,26,DAP,20.66,105.67
30.84,54.44,38.5,Red,Wheat,16,3,27,20-20,20.04,115.3
25.41,56.57,63.78,Sandy,Paddy,10,8,11,Urea,22.76,127.51
31.29,48.4,35.57,Sandy,Barley,13,8,32,10/26/2026,19.9,94.9
33.77,70.96,30.96,Red,Maize,8,0,10,20-20,15.99,149.33
22.79,44.82,36.75,Clayey,Sugarcane,20,0,22,DAP,18.13,111.31
35.39,55.43,61.72,Red,Oil seeds,18,0,38,14-35-14,26.29,114.67
32.69,67.2,30.23,Clayey,Barley,9,0,38,14-35-14,19.82,138.58
29.04,52.28,61.27,Sandy,Maize,12,0,32,20-20,24.08,118.07
30.97,52.6,49.95,Black,Wheat,18,0,25,17-17-17,21.7,101.41
26.51,54.41,25.69,Loamy,Tobacco,6,18,20,17-17-17,17.18,123.52
24.14,65.95,36.58,Red,Millets,5,5,28,DAP,19.61,155.63
29.44,59.33,21.43,Red,Cotton,12,1,36,14-35-14,17.57,122.27
28.89,50.23,31.86,Red,Wheat,13,0,11,17-17-17,14.99,111.4
36.76,71.34,50.85,Sandy,Wheat,9,11,23,20-20,23.75,146.24
32.93,69.74,37.19,Sandy,Maize,23,0,15,28-28,20.11,138.96
25.77,51.57,49.07,Clayey,Wheat,10,8,32,14-35-14,22.47,115.49
38.24,69.68,42.29,Sandy,Ground Nuts,11,4,26,DAP,21.58,130.78
31.38,57.81,50.23,Clayey,Barley,8,18,10,20-20,21.23,116.55
25.77,49.55,51.79,Loamy,Wheat,26,0,16,17-17-17,21.61,111.22
33.65,61.98,34.79,Red,Sugarcane,40,2,0,Urea,19.46,124.35
34.32,60.9,35.02,Loamy,Barley,19,0,16,Urea,18.34,124.18
33.91,65.24,30.22,Clayey,Cotton,37,0,0,20-20,18.12,135.93
25.14,56.51,36.84,Clayey,Millets,17,0,34,17-17-17,20.67,138.89
24.5,55.97,58.19,Loamy,Sugarcane,43,2,0,10/26/2026,23.98,127.32
31.41,52.35,70.0,Red,Paddy,9,0,34,Urea,25.68,114.25
27.48,58.97,62.73,Clayey,Pulses,11,4,14,10/26/2026,22.79,132.17
25.28,57.75,55.42,Red,Tobacco,6,0,40,Urea,23.76,133.34
24.39,60.54,37.95,Clayey,Pulses,37,0,0,20-20,19.19,141.2
34.62,67.2,34.63,Red,Wheat,4,12,28,17-17-17,20.25,142.28
30.58,58.47,28.12,Sandy,Ground Nuts,39,0,0,DAP,17.32,123.63
30.55,67.12,36.98,Sandy,Paddy,15,0,37,10/26/2026,21.91,134.0
30.53,61.98,28.75,Black,Sugarcane,13,4,38,Urea,20.2,123.1
29.82,68.13,44.94,Black,Pulses,10,1,38,DAP,23.15,140.51
22.28,49.48,37.92,Red,Barley,16,2,15,20-20,17.48,121.8
30.81,42.46,46.84,Black,Millets,40,0,0,Urea,19.61,96.94
29.86,56.95,35.3,Black,Oil seeds,21,0,22,20-20,19.2,118.1
32.76,74.84,69.17,Red,Sugarcane,11,5,29,28-28,28.07,151.85
35.3,68.25,43.64,Red,Maize,21,0,18,Urea,21.4,136.85
36.47,70.93,66.79,Black,Barley,15,0,43,10/26/2026,29.15,139.81
31.73,56.97,32.88,Red,Paddy,16,4,44,17-17-17,21.87,109.32
25.9,51.18,36.61,Sandy,Barley,5,10,28,14-35-14,18.89,112.39
30.5,57.68,54.46,Sandy,Barley,15,4,38,DAP,25.21,117.32
27.2,71.23,31.58,Sandy,Cotton,23,0,15,20-20,19.14,155.09
26.68,69.77,60.71,Loamy,Wheat,14,11,18,DAP,25.57,151.06
27.88,53.3,39.79,Clayey,Sugarcane,15,0,32,28-28,20.34,118.42
36.39,77.53,52.2,Red,Sugarcane,40,2,0,28-28,24.49,153.72
33.67,66.03,37.65,Clayey,Barley,2,17,16,10/26/2026,19.38,129.01
29.68,51.55,20.35,Red,Barley,16,0,38,10/26/2026,17.32,117.73
31.25,69.46,61.24,Loamy,Wheat,4,9,34,Urea,26.24,150.8
33.27,51.22,37.76,Sandy,Barley,27,1,19,17-17-17,19.72,97.19
30.83,56.78,54.65,Red,Oil seeds,27,0,16,Urea,23.06,126.67
31.91,73.88,66.05,Red,Pulses,9,0,34,10/26/2026,27.05,160.59
24.02,45.82,22.13,Loamy,Paddy,8,0,14,28-28,12.31,108.14
26.56,65.45,48.14,Sandy,Maize,16,11,14,20-20,22.32,148.73
36.41,72.14,37.92,Clayey,Tobacco,6,0,37,Urea,21.25,145.56
30.28,45.85,29.12,Black,Tobacco,3,12,17,DAP,15.21,91.15
29.18,66.16,70.0,Clayey,Sugarcane,9,12,33,10/26/2026,28.72,138.67
29.83,58.93,43.95,Red,Tobacco,33,4,1,17-17-17,20.38,120.51
37.57,64.34,38.29,Black,Maize,27,0,16,Urea,20.54,126.92
29.17,43.7,41.77,Loamy,Cotton,13,7,9,DAP,17.07,97.28
30.95,54.47,55.47,Red,Maize,12,6,32,10/26/2026,24.04,114.66
33.49,63.22,25.31,Clayey,Maize,10,3,36,28-28,18.73,122.86
23.56,47.6,35.22,Red,Pulses,4,12,20,14-35-14,17.2,106.48
28.59,64.2,42.62,Clayey,Ground Nuts,5,16,9,10/26/2026,19.44,142.37
27.62,44.14,40.81,Loamy,Paddy,16,2,37,Urea,20.83,101.89
36.74,55.56,22.31,Red,Oil seeds,23,3,23,28-28,17.37,103.33
35.0,76.24,53.72,Clayey,Ground Nuts,41,1,0,28-28,24.67,148.1
32.31,67.68,43.35,Red,Wheat,8,13,16,14-35-14,20.99,144.15
25.5,51.34,61.51,Loamy,Cotton,12,11,27,28-28,24.94,110.97
34.09,65.92,61.83,Loamy,Oil seeds,6,5,27,10/26/2026,24.66,126.84
36.05,70.84,30.08,Black,Barley,22,4,16,14-35-14,19.4,145.63
32.85,53.6,43.22,Loamy,Cotton,16,0,40,DAP,22.4,103.96
32.14,52.59,32.09,Clayey,Millets,20,0,21,DAP,17.83,113.13
31.27,66.2,43.52,Clayey,Cotton,20,4,17,14-35-14,21.47,137.6
34.61,67.18,64.16,Clayey,Millets,9,6,29,17-17-17,26.15,126.17
27.7,60.18,26.58,Sandy,Cotton,34,2,0,DAP,16.73,122.42
27.65,50.22,42.85,Red,Barley,15,3,38,14-35-14,21.99,112.19
29.61,53.81,38.02,Loamy,Wheat,8,17,20,17-17-17,19.73,113.57
29.03,45.0,32.9,Black,Ground Nuts,46,0,0,20-20,17.98,105.11
21.4,45.95,67.15,Loamy,Cotton,13,3,9,28-28,21.77,107.17
20.36,57.92,61.02,Clayey,Pulses,37,0,0,10/26/2026,23.55,148.81
37.06,68.81,59.59,Sandy,Tobacco,37,3,1,17-17-17,24.95,144.1
27.24,70.93,28.75,Clayey,Maize,42,0,0,28-28,19.14,158.52
37.44,67.23,52.54,Loamy,Tobacco,9,20,22,14-35-14,24.88,128.97
21.47,45.29,43.45,Red,Pulses,10,21,14,DAP,19.97,109.22
31.92,63.7,57.16,Loamy,Ground Nuts,7,12,31,14-35-14,25.3,137.37
35.48,60.05,46.78,Black,Sugarcane,5,11,13,17-17-17,19.71,117.15
25.04,63.36,32.13,Red,Paddy,42,1,0,10/26/2026,19.21,147.79
25.47,56.12,37.4,Sandy,Oil seeds,0,14,13,DAP,17.14,136.01
32.89,70.11,70.0,Red,Ground Nuts,17,3,42,DAP,30.31,148.76
39.22,70.14,42.1,Sandy,Pulses,6,6,27,DAP,21.28,137.32
34.39,54.77,35.05,Clayey,Sugarcane,17,0,35,Urea,20.29,109.74
26.35,68.18,46.83,Sandy,Millets,21,0,20,Urea,22.33,153.13
27.59,49.54,37.53,Clayey,Pulses,7,0,17,10/26/2026,16.06,101.34
24.8,49.86,36.62,Loamy,Pulses,18,3,40,Urea,21.46,115.19
24.66,48.76,43.36,Black,Millets,5,6,21,DAP,18.35,111.65
33.86,52.1,38.67,Clayey,Wheat,14,0,5,20-20,15.79,99.84
34.8,59.89,59.4,Sandy,Barley,28,4,22,10/26/2026,25.97,126.79
37.71,69.38,61.7,Loamy,Barley,11,4,9,Urea,22.88,137.99
38.41,68.47,56.4,Sandy,Maize,6,12,23,DAP,24.28,134.95
22.63,51.01,51.05,Loamy,Maize,25,0,21,DAP,22.21,119.56
35.35,62.94,64.74,Black,Tobacco,9,11,25,14-35-14,25.99,130.04
27.96,48.06,57.42,Clayey,Oil seeds,42,0,2,14-35-14,22.89,107.14
33.46,61.04,40.8,Red,Cotton,8,3,36,10/26/2026,21.31,120.14
29.66,40.36,36.17,Loamy,Oil seeds,8,23,12,14-35-14,17.72,87.73
21.67,49.56,59.18,Sandy,Oil seeds,8,17,12,Urea,22.34,117.92
31.17,52.5,39.69,Clayey,Tobacco,21,0,17,14-35-14,18.89,103.39
27.94,55.87,36.48,Sandy,Oil seeds,24,3,18,14-35-14,19.63,127.35
27.06,57.03,60.52,Loamy,Maize,11,11,29,17-17-17,25.46,126.88
23.58,57.41,25.05,Red,Paddy,34,0,0,14-35-14,15.85,135.2
24.04,55.63,32.97,Red,Pulses,4,23,18,Urea,18.91,124.48
34.57,73.25,39.07,Loamy,Cotton,40,2,1,DAP,21.59,153.21
23.34,53.4,38.18,Sandy,Paddy,3,23,12,20-20,18.68,124.31
32.49,58.66,46.52,Loamy,Tobacco,23,0,16,28-28,21.02,117.15
28.35,60.55,52.54,Clayey,Barley,26,0,18,DAP,23.16,138.6
26.77,47.3,36.53,Red,Barley,23,0,17,Urea,18.04,103.18
23.9,58.01,40.51,Black,Barley,25,2,25,20-20,21.7,130.63
25.47,58.41,26.01,Clayey,Maize,42,0,1,14-35-14,17.49,129.67
32.92,67.62,69.72,Black,Pulses,6,6,31,28-28,27.16,138.26
30.36,44.69,42.18,Red,Paddy,43,0,0,14-35-14,19.36,101.89
29.82,55.72,58.33,Loamy,Barley,26,1,23,28-28,24.74,121.73
28.84,63.97,65.22,Black,Millets,8,11,27,17-17-17,26.34,132.61
38.35,68.02,65.33,Red,Sugarcane,18,3,41,DAP,29.17,133.68
31.65,48.98,39.39,Red,Wheat,17,0,36,DAP,20.73,95.66
31.54,65.06,37.86,Loamy,Wheat,7,1,11,17-17-17,16.93,137.83
31.58,72.23,37.14,Loamy,Ground Nuts,12,0,32,14-35-14,21.25,152.49
21.05,55.2,44.12,Clayey,Ground Nuts,21,0,23,10/26/2026,20.94,128.46
34.34,59.47,35.55,Loamy,Maize,25,2,18,Urea,19.81,122.25
30.3,50.47,46.43,Red,Cotton,21,0,21,DAP,20.63,100.9
25.59,65.45,43.71,Clayey,Sugarcane,12,2,11,17-17-17,19.04,140.12
31.2,50.23,55.54,Loamy,Pulses,6,0,19,10/26/2026,19.88,105.3
31.66,64.62,44.32,Loamy,Sugarcane,17,4,26,Urea,22.38,136.11
38.18,64.4,34.15,Black,Oil seeds,10,6,28,14-35-14,19.87,138.14
30.89,62.85,24.23,Red,Barley,15,3,33,10/26/2026,18.78,130.83
34.27,52.4,31.73,Loamy,Cotton,40,0,0,14-35-14,17.59,112.59
31.36,66.19,53.63,Clayey,Cotton,15,0,42,14-35-14,25.89,128.78
29.42,54.67,40.55,Sandy,Ground Nuts,33,0,0,10/26/2026,18.53,106.87
33.83,65.32,43.13,Sandy,Tobacco,9,13,23,20-20,21.91,126.16
30.44,56.5,51.85,Sandy,Wheat,8,0,11,17-17-17,18.87,115.85
25.52,48.23,58.6,Red,Ground Nuts,10,0,30,DAP,22.54,104.28
32.59,59.67,42.91,Red,Paddy,12,0,39,Urea,22.2,118.56
29.65,66.39,49.42,Red,Millets,14,8,27,28-28,23.87,135.15
27.13,62.1,64.44,Clayey,Millets,5,7,37,DAP,26.45,138.21
31.41,62.69,41.19,Sandy,Millets,5,17,25,DAP,21.56,136.23
24.14,60.35,47.55,Sandy,Oil seeds,23,4,23,20-20,23.04,129.94
30.95,52.62,32.97,Sandy,Tobacco,16,0,37,28-28,19.81,110.76
37.46,68.41,36.8,Loamy,Millets,15,0,8,Urea,17.65,118.49
24.96,46.72,36.73,Red,Sugarcane,25,0,23,DAP,19.22,111.54
33.51,59.04,44.65,Sandy,Barley,12,18,16,DAP,21.73,127.51
35.86,71.33,44.81,Sandy,Millets,42,1,2,10/26/2026,22.85,140.47
24.48,55.7,30.78,Black,Paddy,15,3,41,28-28,20.58,129.27
30.3,42.11,29.89,Clayey,Tobacco,9,0,45,17-17-17,18.29,88.58
27.62,56.34,26.36,Red,Tobacco,11,5,33,28-28,18.26,125.72
33.46,62.44,56.11,Sandy,Sugarcane,22,0,21,Urea,23.92,128.58
31.4,56.45,36.96,Sandy,Tobacco,19,0,38,14-35-14,21.59,117.72
26.03,60.45,46.4,Black,Barley,15,1,39,Urea,23.58,144.44
27.4,56.16,45.88,Sandy,Barley,5,14,18,17-17-17,20.34,113.04
27.9,47.35,51.36,Sandy,Millets,26,0,23,17-17-17,22.36,104.74
32.4,77.68,42.34,Sandy,Pulses,9,0,34,14-35-14,22.69,153.74
31.2,70.18,40.98,Loamy,Tobacco,10,14,13,10/26/2026,20.76,152.7
29.97,47.72,39.53,Black,Paddy,5,21,12,14-35-14,18.38,100.03
22.15,60.48,34.02,Loamy,Sugarcane,33,0,0,28-28,17.8,146.05
28.83,48.57,66.71,Sandy,Tobacco,40,4,0,28-28,24.8,102.13
22.8,50.81,39.07,Sandy,Ground Nuts,24,0,19,DAP,19.34,126.1
37.29,65.56,39.68,Black,Millets,22,3,25,20-20,21.99,129.34
33.44,64.06,51.91,Loamy,Pulses,19,0,22,17-17-17,22.94,119.16
35.89,64.76,36.97,Loamy,Ground Nuts,17,1,13,28-28,18.52,130.64
32.94,60.91,47.5,Black,Wheat,6,0,8,28-28,17.69,120.36
29.25,61.06,48.99,Black,Pulses,20,0,18,Urea,21.6,132.42
34.9,67.59,66.01,Clayey,Ground Nuts,28,0,24,DAP,27.76,129.86
28.59,68.53,38.94,Clayey,Maize,10,4,38,DAP,22.44,143.85
33.19,72.33,65.98,Red,Maize,36,4,0,DAP,26.43,153.12
27.56,51.96,40.99,Sandy,Maize,12,11,18,17-17-17,19.54,114.78
31.46,59.57,51.47,Loamy,Wheat,15,0,6,DAP,19.4,123.69
37.35,58.34,47.42,Clayey,Sugarcane,36,0,0,Urea,20.72,111.64
35.62,64.0,37.51,Black,Cotton,22,0,17,DAP,19.75,122.91
33.96,65.91,53.47,Black,Sugarcane,6,15,16,10/26/2026,22.84,129.76
31.91,49.74,29.66,Sandy,Millets,32,0,0,28-28,15.71,102.71
27.18,66.92,38.33,Red,Paddy,15,15,14,DAP,20.96,144.07
34.37,65.19,43.32,Loamy,Pulses,10,6,28,14-35-14,21.78,122.2
26.49,47.78,41.66,Black,Paddy,34,0,4,17-17-17,18.81,103.31
26.7,45.04,35.26,Loamy,Oil seeds,16,0,40,20-20,19.96,105.88
27.06,54.68,45.88,Clayey,Ground Nuts,38,0,0,10/26/2026,20.34,125.41
30.97,45.08,52.45,Black,Tobacco,8,4,39,28-28,22.65,87.25
25.62,51.09,40.66,Clayey,Pulses,25,0,20,20-20,19.99,121.65
33.27,61.23,22.66,Red,Millets,12,7,28,10/26/2026,17.71,125.23
35.63,68.45,20.0,Black,Wheat,3,11,26,DAP,16.84,141.68
27.52,42.81,39.1,Loamy,Paddy,25,0,20,10/26/2026,18.85,100.28
32.0,58.03,31.37,Red,Millets,3,0,15,17-17-17,14.78,110.9
31.78,76.46,33.24,Loamy,Ground Nuts,10,3,33,17-17-17,21.19,157.06
30.72,58.16,47.3,Red,Wheat,21,0,19,Urea,21.28,123.74
40.0,71.51,47.58,Clayey,Cotton,10,11,29,10/26/2026,24.17,123.64
29.65,59.65,26.35,Red,Barley,7,16,19,20-20,17.54,126.18
32.36,54.03,43.93,Red,Maize,36,0,0,17-17-17,19.59,106.86
39.17,74.97,29.8,Sandy,Pulses,15,0,41,20-20,21.86,143.85
40.0,71.02,52.73,Clayey,Wheat,10,0,44,DAP,25.75,132.34
23.57,44.14,37.94,Loamy,Tobacco,10,18,16,10/26/2026,18.6,107.49
29.19,65.8,33.2,Red,Barley,38,1,0,17-17-17,19.07,135.8
31.77,59.25,32.16,Sandy,Ground Nuts,8,7,29,20-20,18.96,126.81
30.66,53.38,41.56,Sandy,Paddy,9,17,16,10/26/2026,19.95,111.38
31.84,69.56,69.24,Clayey,Maize,12,10,16,14-35-14,26.5,143.65
26.63,64.94,56.15,Loamy,Millets,14,10,19,28-28,24.17,147.66
38.51,73.59,59.59,Clayey,Sugarcane,16,14,23,17-17-17,27.23,136.62
28.28,64.37,33.6,Black,Wheat,28,0,22,20-20,20.66,141.79
36.61,58.99,45.91,Red,Paddy,16,0,12,DAP,19.28,115.98
33.82,55.15,55.67,Red,Ground Nuts,42,4,0,10/26/2026,23.55,111.78
30.56,59.57,43.35,Sandy,Pulses,35,0,4,Urea,20.48,127.15
24.1,52.08,65.93,Sandy,Barley,6,0,34,28-28,24.39,126.0
40.0,67.4,55.78,Black,Oil seeds,17,2,40,Urea,26.75,121.14
39.52,75.51,62.39,Sandy,Sugarcane,13,0,43,14-35-14,28.43,152.31
31.73,67.18,35.49,Red,Maize,39,0,0,10/26/2026,19.67,140.15
25.98,52.5,64.54,Sandy,Sugarcane,15,1,6,17-17-17,21.46,123.05
37.99,67.95,39.62,Sandy,Cotton,7,1,37,DAP,21.47,132.41
28.67,53.83,22.9,Sandy,Tobacco,15,0,39,10/26/2026,18.06,112.47
29.55,69.71,40.07,Red,Millets,21,0,24,28-28,21.73,148.6
25.34,51.79,24.7,Clayey,Cotton,17,1,43,10/26/2026,19.27,112.01
26.96,58.09,33.74,Loamy,Millets,12,13,24,17-17-17,19.91,123.08
21.15,48.8,36.88,Loamy,Pulses,11,4,10,10/26/2026,16.01,120.63
23.28,54.92,45.0,Black,Barley,19,0,25,Urea,21.09,129.26
33.26,75.36,44.89,Sandy,Millets,38,0,1,17-17-17,22.36,157.01
33.52,67.5,38.1,Clayey,Ground Nuts,25,1,20,17-17-17,21.27,124.44
30.26,47.16,68.58,Red,Barley,36,2,3,DAP,24.58,99.6
27.11,61.0,27.46,Loamy,Paddy,35,0,0,28-28,16.84,132.18
32.41,62.72,56.06,Clayey,Tobacco,13,0,34,10/26/2026,24.53,134.59
29.79,67.81,50.66,Red,Wheat,5,5,29,10/26/2026,22.76,140.46
31.83,68.3,27.79,Red,Cotton,7,2,27,28-28,17.79,145.57
32.22,66.16,25.02,Red,Sugarcane,13,1,36,17-17-17,19.12,135.18
37.04,63.37,38.19,Black,Paddy,13,0,36,10/26/2026,21.32,114.7
30.63,43.11,23.48,Clayey,Oil seeds,17,2,37,Urea,17.41,95.22
36.12,64.07,33.97,Clayey,Maize,6,5,25,17-17-17,18.6,134.94
27.17,58.43,70.0,Clayey,Cotton,5,5,26,14-35-14,25.24,122.38
30.35,45.09,59.54,Clayey,Paddy,8,0,10,17-17-17,19.12,99.11
23.51,56.63,32.65,Sandy,Millets,25,0,14,10/26/2026,18.04,123.58
30.62,61.26,38.62,Clayey,Oil seeds,36,2,0,DAP,19.55,122.25
26.75,50.01,47.53,Loamy,Sugarcane,13,12,13,Urea,20.21,121.46
26.78,67.64,30.81,Sandy,Ground Nuts,11,14,20,28-28,19.68,153.9
25.44,56.27,32.82,Clayey,Tobacco,40,0,0,Urea,18.19,116.62
32.04,52.11,40.67,Loamy,Tobacco,41,0,3,20-20,19.95,102.76
